id,humedad_ambiente,humedad_tierra,temperatura,hora,estado_valvula
1535,52.20,100.00,9.90,"2025-02-20 09:18:45",1
1534,65.60,100.00,5.40,"2025-02-20 08:48:44",0
1533,66.40,100.00,4.00,"2025-02-20 08:18:43",0
1532,63.70,100.00,5.00,"2025-02-20 07:48:43",0
1531,63.80,100.00,4.50,"2025-02-20 07:18:42",0
1530,58.30,100.00,5.60,"2025-02-20 06:48:42",0
1529,60.70,100.00,5.30,"2025-02-20 06:18:41",0
1528,57.50,100.00,6.10,"2025-02-20 05:48:40",0
1527,55.80,100.00,6.80,"2025-02-20 05:18:39",0
1526,52.20,100.00,7.80,"2025-02-20 04:48:39",0
1525,53.70,100.00,8.00,"2025-02-20 04:18:39",0
1524,50.30,100.00,8.80,"2025-02-20 03:48:39",0
1523,51.20,100.00,8.00,"2025-02-20 03:18:39",0
1522,47.90,100.00,9.00,"2025-02-20 02:48:38",0
1521,48.00,100.00,9.50,"2025-02-20 02:18:38",0
1520,46.60,100.00,10.40,"2025-02-20 01:48:37",0
1519,46.50,100.00,10.30,"2025-02-20 01:18:37",0
1518,43.00,100.00,10.90,"2025-02-20 00:48:36",0
1517,38.50,100.00,13.10,"2025-02-20 00:18:36",0
1516,38.30,100.00,12.80,"2025-02-19 23:48:36",0
1515,35.60,100.00,14.10,"2025-02-19 23:18:36",0
1514,26.70,100.00,18.80,"2025-02-19 22:48:35",0
1513,26.20,100.00,19.20,"2025-02-19 22:18:35",0
1512,31.60,100.00,16.20,"2025-02-19 21:48:34",0
1511,30.10,100.00,16.00,"2025-02-19 21:18:34",0
1510,28.30,100.00,17.50,"2025-02-19 20:48:33",0
1509,27.00,100.00,19.20,"2025-02-19 20:18:33",0
1508,21.60,100.00,22.30,"2025-02-19 19:48:32",0
1507,16.90,100.00,26.10,"2025-02-19 19:18:31",0
1506,15.30,100.00,28.30,"2025-02-19 18:48:31",0
1505,15.50,100.00,28.80,"2025-02-19 18:18:31",0
1504,15.30,100.00,29.60,"2025-02-19 17:48:30",0
1503,11.90,100.00,37.60,"2025-02-19 17:18:30",0
1502,10.70,100.00,40.60,"2025-02-19 16:48:30",0
1501,10.20,100.00,42.70,"2025-02-19 16:18:30",0
1500,12.40,100.00,37.80,"2025-02-19 15:48:29",0
1499,12.90,100.00,37.10,"2025-02-19 15:18:28",0
1498,11.70,100.00,40.60,"2025-02-19 14:48:28",0
1497,12.10,100.00,39.60,"2025-02-19 14:18:27",0
1496,12.30,100.00,37.60,"2025-02-19 13:48:26",0
1495,11.50,100.00,40.60,"2025-02-19 13:18:25",0
1494,14.70,100.00,33.50,"2025-02-19 12:48:25",0
1493,13.90,100.00,37.00,"2025-02-19 12:18:24",0
1492,16.30,100.00,35.10,"2025-02-19 11:48:23",0
1491,18.40,100.00,30.10,"2025-02-19 11:18:22",0
1490,18.50,100.00,32.30,"2025-02-19 10:48:22",1
1489,46.51,37.00,22.35,"2025-01-23 14:30:00",1
1488,26.40,100.00,22.70,"2025-02-19 10:18:21",1
1487,34.70,100.00,18.70,"2025-02-19 09:48:21",1
1486,45.10,100.00,12.80,"2025-02-19 09:18:20",1
1485,48.70,100.00,11.60,"2025-02-19 08:48:20",0
1484,51.30,100.00,10.70,"2025-02-19 08:18:19",0
1483,48.20,100.00,11.80,"2025-02-19 07:48:19",0
1482,48.90,100.00,11.50,"2025-02-19 07:18:19",0
1481,48.00,100.00,11.70,"2025-02-19 06:48:18",0
1480,46.20,100.00,12.10,"2025-02-19 06:18:18",0
1479,44.40,100.00,12.10,"2025-02-19 05:48:18",0
1478,44.20,100.00,12.70,"2025-02-19 05:18:18",0
1477,41.80,100.00,12.80,"2025-02-19 04:48:17",0
1476,39.90,100.00,13.40,"2025-02-19 04:18:16",0
1475,38.70,100.00,14.10,"2025-02-19 03:48:15",0
1474,37.50,100.00,14.80,"2025-02-19 03:18:15",0
1473,38.90,100.00,14.30,"2025-02-19 02:48:15",0
1472,39.80,100.00,14.50,"2025-02-19 02:18:14",0
1471,37.10,100.00,14.60,"2025-02-19 01:48:14",0
1470,39.40,100.00,14.30,"2025-02-19 01:18:14",0
1469,35.60,100.00,14.60,"2025-02-19 00:48:13",0
1468,32.90,100.00,16.00,"2025-02-19 00:18:13",0
1467,32.20,100.00,15.80,"2025-02-18 23:48:12",0
1466,32.70,100.00,16.10,"2025-02-18 23:18:12",0
1465,32.10,100.00,16.20,"2025-02-18 22:48:11",0
1464,31.90,100.00,16.50,"2025-02-18 22:18:11",0
1463,31.50,100.00,17.90,"2025-02-18 21:48:11",0
1462,29.80,100.00,18.30,"2025-02-18 21:18:10",0
1461,24.00,100.00,21.30,"2025-02-18 20:48:09",0
1460,23.70,100.00,22.30,"2025-02-18 20:18:09",0
1459,23.00,100.00,23.10,"2025-02-18 19:48:08",0
1458,21.10,100.00,23.90,"2025-02-18 19:18:07",0
1457,17.20,100.00,25.40,"2025-02-18 18:48:07",0
1456,15.20,100.00,26.80,"2025-02-18 18:18:06",0
1455,15.00,100.00,27.80,"2025-02-18 17:48:06",0
1454,13.60,100.00,28.20,"2025-02-18 17:18:05",0
1453,12.80,100.00,28.40,"2025-02-18 16:48:04",0
1452,13.10,100.00,29.10,"2025-02-18 16:18:03",0
1451,11.50,100.00,31.90,"2025-02-18 15:48:03",0
1450,10.10,100.00,35.20,"2025-02-18 15:18:02",0
1449,12.00,100.00,30.60,"2025-02-18 14:48:02",0
1448,9.50,100.00,39.90,"2025-02-18 14:18:02",0
1447,13.80,100.00,34.50,"2025-02-18 13:48:02",0
1446,20.60,100.00,28.40,"2025-02-18 13:18:01",0
1445,24.90,100.00,25.50,"2025-02-18 12:48:00",0
1444,22.30,100.00,31.20,"2025-02-18 12:18:00",0
1443,29.80,100.00,23.70,"2025-02-18 11:47:58",0
1442,33.80,100.00,21.30,"2025-02-18 11:17:58",0
1441,41.00,100.00,17.80,"2025-02-18 10:47:57",1
1440,41.20,100.00,16.60,"2025-02-18 10:17:57",1
1439,44.90,100.00,15.30,"2025-02-18 09:47:56",1
1438,46.70,100.00,13.70,"2025-02-18 09:17:56",1
1437,58.20,100.00,10.00,"2025-02-18 08:47:56",0
1436,62.90,100.00,8.80,"2025-02-18 08:17:55",0
1435,62.20,50.00,8.40,"2025-02-18 07:47:54",0
1434,56.40,50.00,10.50,"2025-02-18 07:17:54",0
1433,58.70,100.00,10.20,"2025-02-18 06:47:54",0
1432,57.00,100.00,10.00,"2025-02-18 06:17:53",0
1431,57.90,50.00,9.90,"2025-02-18 05:47:53",0
1430,55.30,100.00,10.40,"2025-02-18 05:17:53",0
1429,59.80,100.00,9.20,"2025-02-18 04:47:53",0
1428,57.30,100.00,9.60,"2025-02-18 04:17:52",0
1427,53.90,100.00,10.80,"2025-02-18 03:47:51",0
1426,53.80,100.00,11.60,"2025-02-18 03:17:51",0
1425,53.10,50.00,11.20,"2025-02-18 02:47:51",0
1424,52.70,100.00,11.10,"2025-02-18 02:17:51",0
1423,50.20,50.00,11.80,"2025-02-18 01:47:50",0
1422,49.40,100.00,12.50,"2025-02-18 01:17:50",0
1421,47.20,100.00,12.60,"2025-02-18 00:47:49",0
1420,45.20,50.00,12.60,"2025-02-18 00:17:48",0
1419,42.80,100.00,13.50,"2025-02-17 23:47:48",0
1418,41.60,100.00,15.60,"2025-02-17 23:17:47",0
1417,37.30,100.00,16.80,"2025-02-17 22:47:47",0
1416,35.20,100.00,18.30,"2025-02-17 22:17:47",0
1415,34.70,100.00,18.40,"2025-02-17 21:47:46",0
1414,31.20,50.00,20.30,"2025-02-17 21:17:46",0
1413,29.70,50.00,21.40,"2025-02-17 20:47:45",0
1412,30.10,100.00,21.50,"2025-02-17 20:17:45",0
1411,28.10,50.00,22.90,"2025-02-17 19:47:44",0
1410,24.90,50.00,24.90,"2025-02-17 19:17:43",0
1409,22.80,2.00,27.20,"2025-02-17 18:47:42",0
1408,22.20,100.00,27.90,"2025-02-17 18:17:42",0
1407,21.10,100.00,29.10,"2025-02-17 17:47:41",0
1406,20.30,100.00,30.10,"2025-02-17 17:17:41",0
1405,18.80,100.00,32.90,"2025-02-17 16:47:40",0
1404,21.10,100.00,29.30,"2025-02-17 16:17:40",0
1403,20.40,100.00,30.20,"2025-02-17 15:47:40",0
1402,19.60,100.00,30.90,"2025-02-17 15:17:39",0
1401,18.20,100.00,32.30,"2025-02-17 14:47:39",0
1400,18.30,100.00,32.10,"2025-02-17 14:17:38",0
1399,14.90,100.00,37.60,"2025-02-17 13:47:38",0
1398,14.10,50.00,39.50,"2025-02-17 13:17:38",0
1397,16.10,87.00,38.60,"2025-02-17 12:47:37",0
1396,19.50,100.00,33.10,"2025-02-17 12:17:37",0
1395,18.30,100.00,35.60,"2025-02-17 11:47:36",0
1394,24.70,100.00,27.90,"2025-02-17 11:17:35",0
1393,23.70,100.00,29.70,"2025-02-17 10:47:35",1
1392,26.80,100.00,27.10,"2025-02-17 10:17:34",1
1391,28.90,100.00,25.10,"2025-02-17 09:47:34",1
1390,57.50,100.00,11.20,"2025-02-17 09:17:34",1
1389,62.70,100.00,8.10,"2025-02-17 08:47:34",0
1388,63.70,100.00,7.40,"2025-02-17 08:17:33",0
1387,63.40,100.00,7.70,"2025-02-17 07:47:33",0
1386,59.50,100.00,8.60,"2025-02-17 07:17:32",0
1385,62.00,100.00,8.30,"2025-02-17 06:47:32",0
1384,58.90,100.00,8.90,"2025-02-17 06:17:31",0
1383,59.30,50.00,9.20,"2025-02-17 05:47:31",0
1382,55.30,100.00,9.80,"2025-02-17 05:17:31",0
1381,49.90,100.00,10.60,"2025-02-17 04:47:30",0
1380,45.80,100.00,11.60,"2025-02-17 04:17:29",0
1379,42.60,100.00,12.10,"2025-02-17 03:47:28",0
1378,41.30,100.00,13.60,"2025-02-17 03:17:28",0
1377,43.90,100.00,10.20,"2025-02-17 02:47:28",0
1376,43.40,100.00,10.00,"2025-02-17 02:17:28",0
1375,41.20,100.00,10.80,"2025-02-17 01:47:28",0
1374,34.80,100.00,12.60,"2025-02-17 01:17:27",0
1373,38.40,100.00,11.20,"2025-02-17 00:47:27",0
1372,39.40,100.00,10.60,"2025-02-17 00:17:27",0
1371,37.30,100.00,11.50,"2025-02-16 23:47:26",0
1370,34.70,100.00,12.70,"2025-02-16 23:17:26",0
1369,34.40,100.00,13.70,"2025-02-16 22:47:25",0
1368,33.80,100.00,14.10,"2025-02-16 22:17:25",0
1367,30.30,100.00,15.40,"2025-02-16 21:47:24",0
1366,30.00,100.00,15.10,"2025-02-16 21:17:23",0
1365,25.80,100.00,17.50,"2025-02-16 20:47:23",0
1364,23.50,100.00,18.40,"2025-02-16 20:17:23",0
1363,20.50,100.00,22.90,"2025-02-16 19:47:23",0
1362,15.10,100.00,26.70,"2025-02-16 19:17:22",0
1361,15.40,100.00,27.10,"2025-02-16 18:47:21",0
1360,15.00,100.00,28.60,"2025-02-16 18:17:21",0
1359,15.20,100.00,28.80,"2025-02-16 17:47:21",0
1358,15.50,100.00,30.50,"2025-02-16 17:17:21",0
1357,12.80,100.00,35.20,"2025-02-16 16:47:20",0
1356,12.00,100.00,35.50,"2025-02-16 16:17:20",0
1355,11.70,100.00,38.20,"2025-02-16 15:47:19",0
1354,10.80,100.00,37.50,"2025-02-16 15:17:19",0
1353,11.40,100.00,37.50,"2025-02-16 14:47:18",0
1352,9.80,100.00,43.10,"2025-02-16 14:17:18",0
1351,9.40,100.00,41.40,"2025-02-16 13:47:18",0
1350,10.20,100.00,37.70,"2025-02-16 13:17:17",0
1349,9.20,100.00,43.20,"2025-02-16 12:47:17",0
1348,11.50,100.00,42.80,"2025-02-16 12:17:17",0
1347,13.50,100.00,38.50,"2025-02-16 11:47:17",0
1346,23.20,100.00,26.00,"2025-02-16 11:17:16",0
1345,19.60,100.00,30.20,"2025-02-16 10:47:15",1
1344,20.40,100.00,30.10,"2025-02-16 10:17:15",1
1343,33.80,100.00,18.20,"2025-02-16 09:47:15",1
1342,59.30,100.00,7.20,"2025-02-16 09:17:14",1
1341,66.20,100.00,4.40,"2025-02-16 08:47:14",0
1340,66.70,100.00,4.70,"2025-02-16 08:17:13",0
1339,65.50,100.00,5.20,"2025-02-16 07:47:13",0
1338,66.20,100.00,4.00,"2025-02-16 07:17:12",0
1337,65.20,100.00,4.60,"2025-02-16 06:47:12",0
1336,63.60,100.00,5.00,"2025-02-16 06:17:11",0
1335,62.60,100.00,4.90,"2025-02-16 05:47:10",0
1334,59.60,100.00,5.30,"2025-02-16 05:17:10",0
1333,59.90,100.00,5.80,"2025-02-16 04:47:09",0
1332,55.70,100.00,6.00,"2025-02-16 04:17:09",0
1331,55.00,100.00,6.00,"2025-02-16 03:47:09",0
1330,51.80,100.00,7.50,"2025-02-16 03:17:09",0
1329,50.10,100.00,8.10,"2025-02-16 02:47:08",0
1328,47.10,100.00,9.10,"2025-02-16 02:17:08",0
1327,48.00,100.00,8.40,"2025-02-16 01:47:07",0
1326,43.40,100.00,11.00,"2025-02-16 01:17:08",0
1325,43.20,100.00,10.10,"2025-02-16 00:47:07",0
1324,37.90,100.00,12.90,"2025-02-16 00:17:07",0
1323,34.20,100.00,14.40,"2025-02-15 23:47:06",0
1322,31.70,100.00,16.20,"2025-02-15 23:17:05",0
1321,26.90,100.00,19.10,"2025-02-15 22:47:05",0
1320,27.20,100.00,19.10,"2025-02-15 22:17:04",0
1319,26.70,100.00,19.70,"2025-02-15 21:47:04",0
1318,25.30,50.00,20.80,"2025-02-15 21:17:03",0
1317,24.70,100.00,21.50,"2025-02-15 20:47:03",0
1316,23.80,100.00,22.20,"2025-02-15 20:17:03",0
1315,21.90,100.00,23.50,"2025-02-15 19:47:02",0
1314,20.00,100.00,25.30,"2025-02-15 19:17:02",0
1313,18.90,100.00,26.40,"2025-02-15 18:47:02",0
1312,17.50,100.00,27.30,"2025-02-15 18:17:00",0
1311,17.90,100.00,27.80,"2025-02-15 17:47:00",0
1310,16.90,100.00,28.60,"2025-02-15 17:16:59",0
1309,14.50,100.00,31.70,"2025-02-15 16:46:58",0
1308,13.70,100.00,32.70,"2025-02-15 16:16:58",0
1307,11.80,100.00,37.70,"2025-02-15 15:46:57",0
1306,16.10,100.00,32.20,"2025-02-15 15:16:57",0
1305,19.50,100.00,28.30,"2025-02-15 14:46:57",0
1304,17.10,100.00,32.30,"2025-02-15 14:16:57",0
1303,17.50,100.00,31.40,"2025-02-15 13:46:56",0
1302,17.60,66.00,31.30,"2025-02-15 13:16:56",0
1301,19.00,100.00,29.90,"2025-02-15 12:46:55",0
1300,21.60,50.00,28.40,"2025-02-15 12:16:54",0
1299,25.30,100.00,27.20,"2025-02-15 11:46:53",0
1298,23.80,100.00,28.80,"2025-02-15 11:16:53",0
1297,26.00,100.00,27.00,"2025-02-15 10:46:53",1
1296,34.80,50.00,19.40,"2025-02-15 10:16:52",1
1295,46.40,100.00,13.60,"2025-02-15 09:46:51",1
1294,56.30,100.00,10.10,"2025-02-15 09:16:51",1
1293,72.00,100.00,5.30,"2025-02-15 08:46:50",0
1292,76.70,100.00,4.30,"2025-02-15 08:16:50",0
1291,73.50,100.00,4.10,"2025-02-15 07:46:49",0
1290,70.60,50.00,4.90,"2025-02-15 07:16:48",0
1289,72.80,100.00,5.10,"2025-02-15 06:46:48",0
1288,68.50,100.00,5.60,"2025-02-15 06:16:48",0
1287,67.90,100.00,5.90,"2025-02-15 05:46:47",0
1286,63.80,100.00,7.10,"2025-02-15 05:16:46",0
1285,63.70,100.00,6.90,"2025-02-15 04:46:46",0
1284,59.90,60.00,7.20,"2025-02-15 04:16:45",0
1283,58.80,0.00,8.10,"2025-02-15 03:46:45",0
1282,55.40,50.00,9.30,"2025-02-15 03:16:44",0
1281,50.90,16.00,10.40,"2025-02-15 02:46:44",0
1280,57.30,50.00,8.90,"2025-02-15 02:16:43",0
1279,49.70,33.00,9.70,"2025-02-15 01:46:43",0
1278,51.20,16.00,9.80,"2025-02-15 01:16:42",0
1277,49.90,100.00,10.50,"2025-02-15 00:46:42",0
1276,48.10,100.00,11.30,"2025-02-15 00:16:41",0
1275,44.50,0.00,13.00,"2025-02-14 23:46:41",0
1274,44.10,7.00,13.40,"2025-02-14 23:16:41",0
1273,43.50,19.00,13.10,"2025-02-14 22:46:41",0
1272,41.70,100.00,14.30,"2025-02-14 22:16:40",0
1271,40.40,50.00,14.80,"2025-02-14 21:46:40",0
1270,36.40,0.00,16.60,"2025-02-14 21:16:39",0
1269,29.90,0.00,20.40,"2025-02-14 20:46:39",0
1268,28.30,15.00,21.30,"2025-02-14 20:16:38",0
1267,25.00,50.00,23.60,"2025-02-14 19:46:38",0
1266,22.00,0.00,25.20,"2025-02-14 19:16:38",0
1265,24.00,34.00,26.00,"2025-02-14 18:46:38",0
1264,22.10,100.00,27.30,"2025-02-14 18:16:37",0
1263,21.40,100.00,28.00,"2025-02-14 17:46:37",0
1262,20.80,64.00,29.30,"2025-02-14 17:16:37",0
1261,18.60,91.00,32.70,"2025-02-14 16:46:36",0
1260,16.50,100.00,37.20,"2025-02-14 16:16:35",0
1259,20.40,25.00,34.20,"2025-02-14 15:46:34",0
1258,20.80,37.00,35.70,"2025-02-14 15:16:33",0
1257,23.50,50.00,32.20,"2025-02-14 14:46:33",0
1256,19.20,100.00,37.60,"2025-02-14 14:16:32",0
1255,23.20,50.00,33.60,"2025-02-14 13:46:32",0
1254,23.40,18.00,36.40,"2025-02-14 13:16:32",0
1253,22.50,50.00,36.90,"2025-02-14 12:46:32",0
1252,23.50,15.00,36.40,"2025-02-14 12:16:31",0
1251,28.40,55.00,31.70,"2025-02-14 11:46:31",0
1250,31.20,99.00,29.90,"2025-02-14 11:16:31",0
1249,33.70,23.00,28.50,"2025-02-14 10:46:30",1
1248,38.10,9.00,26.30,"2025-02-14 10:16:30",1
1247,43.80,9.00,23.20,"2025-02-14 09:46:29",1
1246,69.90,11.00,14.60,"2025-02-14 09:16:29",1
1245,76.30,5.00,13.00,"2025-02-14 08:46:29",0
1244,81.90,5.00,11.80,"2025-02-14 08:16:29",0
1243,80.80,1.00,12.00,"2025-02-14 07:46:28",0
1242,75.60,25.00,11.80,"2025-02-14 07:16:27",0
1241,73.70,4.00,12.00,"2025-02-14 06:46:26",0
1240,71.20,36.00,12.30,"2025-02-14 06:16:26",0
1239,64.50,7.00,13.20,"2025-02-14 05:46:26",0
1238,58.50,30.00,13.50,"2025-02-14 05:16:25",0
1237,51.50,5.00,12.70,"2025-02-14 04:46:24",0
1236,55.80,21.00,8.50,"2025-02-14 04:16:23",0
1235,51.70,0.00,8.70,"2025-02-14 03:46:23",0
1234,55.70,0.00,8.00,"2025-02-14 03:16:23",0
1233,56.80,0.00,6.60,"2025-02-14 02:46:23",0
1232,56.70,50.00,7.20,"2025-02-14 02:16:23",0
1231,54.20,8.00,7.00,"2025-02-14 01:46:22",0
1230,51.80,23.00,8.10,"2025-02-14 01:16:22",0
1229,51.40,50.00,8.50,"2025-02-14 00:46:22",0
1228,49.30,38.00,8.80,"2025-02-14 00:16:21",0
1227,47.90,14.00,9.70,"2025-02-13 23:46:21",0
1226,43.90,0.00,10.80,"2025-02-13 23:16:21",0
1225,42.80,14.00,11.40,"2025-02-13 22:46:20",0
1224,40.20,14.00,13.70,"2025-02-13 22:16:19",0
1223,37.00,0.00,14.40,"2025-02-13 21:46:19",0
1222,37.80,36.00,13.90,"2025-02-13 21:16:18",0
1221,34.80,0.00,15.00,"2025-02-13 20:46:18",0
1220,31.20,21.00,17.70,"2025-02-13 20:16:17",0
1219,25.70,5.00,21.60,"2025-02-13 19:46:17",0
1218,21.10,0.00,25.10,"2025-02-13 19:16:17",0
1217,21.20,0.00,25.50,"2025-02-13 18:46:16",0
1216,19.20,0.00,26.80,"2025-02-13 18:16:15",0
1215,17.30,0.00,28.50,"2025-02-13 17:46:15",0
1214,18.00,14.00,29.10,"2025-02-13 17:16:14",0
1213,14.50,15.00,34.50,"2025-02-13 16:46:14",0
1212,14.50,34.00,36.30,"2025-02-13 16:16:14",0
1211,15.60,31.00,32.60,"2025-02-13 15:46:13",0
1210,15.60,7.00,32.70,"2025-02-13 15:16:12",0
1209,17.50,61.00,31.20,"2025-02-13 14:46:12",0
1208,14.10,15.00,36.90,"2025-02-13 14:16:11",0
1207,18.00,11.00,30.00,"2025-02-13 13:46:11",0
1206,19.20,52.00,30.30,"2025-02-13 13:16:11",0
1205,16.10,65.00,36.60,"2025-02-13 12:46:10",0
1204,18.90,0.00,32.60,"2025-02-13 12:16:09",0
1203,23.30,42.00,27.80,"2025-02-13 11:46:09",0
1202,18.10,100.00,34.70,"2025-02-13 11:16:08",0
1201,20.50,11.00,30.40,"2025-02-13 10:46:08",1
1200,19.50,100.00,31.90,"2025-02-13 10:16:06",1
1199,28.00,100.00,23.00,"2025-02-13 09:46:06",1
1198,67.80,0.00,6.80,"2025-02-13 09:16:06",1
1197,81.10,100.00,2.20,"2025-02-13 08:46:05",0
1196,80.90,50.00,2.20,"2025-02-13 08:16:05",0
1195,79.00,100.00,2.10,"2025-02-13 07:46:04",0
1194,79.90,0.00,3.10,"2025-02-13 07:16:04",0
1193,72.60,60.00,3.40,"2025-02-13 06:46:04",0
1192,77.40,0.00,3.80,"2025-02-13 06:16:03",0
1191,74.40,100.00,3.90,"2025-02-13 05:46:03",0
1190,71.40,100.00,3.80,"2025-02-13 05:16:03",0
1189,74.50,100.00,5.00,"2025-02-13 04:46:02",0
1188,67.30,18.00,5.20,"2025-02-13 04:16:02",0
1187,64.10,0.00,6.30,"2025-02-13 03:46:01",0
1186,61.80,0.00,6.20,"2025-02-13 03:16:02",0
1185,59.10,7.00,7.50,"2025-02-13 02:46:01",0
1184,55.40,100.00,9.00,"2025-02-13 02:16:01",0
1183,57.40,100.00,8.70,"2025-02-13 01:46:00",0
1182,54.90,100.00,9.00,"2025-02-13 01:15:59",0
1181,51.30,100.00,10.10,"2025-02-13 00:45:59",0
1180,49.30,100.00,11.00,"2025-02-13 00:15:58",0
1179,44.10,100.00,12.10,"2025-02-12 23:45:58",0
1178,39.70,100.00,14.60,"2025-02-12 23:15:57",0
1177,37.10,100.00,15.70,"2025-02-12 22:45:56",0
1176,39.90,0.00,14.20,"2025-02-12 22:15:56",0
1175,35.60,0.00,16.30,"2025-02-12 21:45:55",0
1174,34.40,100.00,16.40,"2025-02-12 21:15:55",0
1173,30.60,0.00,18.20,"2025-02-12 20:45:55",0
1172,26.20,100.00,21.10,"2036-02-07 01:28:33",0
1171,23.30,100.00,23.10,"2036-02-07 01:28:45",0
1170,21.80,15.00,24.40,"2025-02-12 19:15:54",0
1169,22.20,100.00,25.30,"2025-02-12 18:45:53",0
